Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Riva del Garda",PM10,2021-11-27,19,24,µg/mc
"Riva del Garda",PM10,2021-11-27,20,25,µg/mc
"Riva del Garda",PM10,2021-11-27,21,16,µg/mc
"Riva del Garda",PM10,2021-11-27,22,14,µg/mc
"Riva del Garda",PM10,2021-11-27,23,6,µg/mc
"Riva del Garda",PM10,2021-11-27,24,0,µg/mc
"Riva del Garda",PM10,2021-11-28,1,5,µg/mc
"Riva del Garda",PM10,2021-11-28,2,3,µg/mc
"Riva del Garda",PM10,2021-11-28,3,3,µg/mc
"Riva del Garda",PM10,2021-11-28,4,3,µg/mc
"Riva del Garda",PM10,2021-11-28,5,3,µg/mc
"Riva del Garda",PM10,2021-11-28,6,3,µg/mc
"Riva del Garda",PM10,2021-11-28,7,3,µg/mc
"Riva del Garda",PM10,2021-11-28,8,4,µg/mc
"Riva del Garda",PM10,2021-11-28,9,4,µg/mc
"Riva del Garda",PM10,2021-11-28,10,4,µg/mc
"Riva del Garda",PM10,2021-11-28,11,5,µg/mc
"Riva del Garda",PM10,2021-11-28,12,8,µg/mc
"Riva del Garda",PM10,2021-11-28,13,6,µg/mc
"Riva del Garda",PM10,2021-11-28,14,5,µg/mc
"Riva del Garda",PM10,2021-11-28,15,6,µg/mc
"Riva del Garda",PM10,2021-11-28,16,6,µg/mc
"Riva del Garda",PM10,2021-11-28,17,7,µg/mc
"Riva del Garda",PM10,2021-11-28,18,11,µg/mc
"Riva del Garda",PM10,2021-11-28,19,15,µg/mc
"Riva del Garda",PM10,2021-11-28,20,13,µg/mc
"Riva del Garda",PM10,2021-11-28,21,15,µg/mc
"Riva del Garda",PM10,2021-11-28,22,16,µg/mc
"Riva del Garda",PM10,2021-11-28,23,9,µg/mc
"Riva del Garda",PM10,2021-11-28,24,5,µg/mc
"Riva del Garda",PM10,2021-11-29,1,2,µg/mc
"Riva del Garda",PM10,2021-11-29,2,2,µg/mc
"Riva del Garda",PM10,2021-11-29,3,2,µg/mc
