Stazione,Inquinante,Data,Ora,Valore,"Unità di misura"
"Riva del Garda",PM10,2020-03-18,18,25,µg/mc
"Riva del Garda",PM10,2020-03-18,19,31,µg/mc
"Riva del Garda",PM10,2020-03-18,20,33,µg/mc
"Riva del Garda",PM10,2020-03-18,21,37,µg/mc
"Riva del Garda",PM10,2020-03-18,22,33,µg/mc
"Riva del Garda",PM10,2020-03-18,23,40,µg/mc
"Riva del Garda",PM10,2020-03-18,24,38,µg/mc
"Riva del Garda",PM10,2020-03-19,1,32,µg/mc
"Riva del Garda",PM10,2020-03-19,2,28,µg/mc
"Riva del Garda",PM10,2020-03-19,3,25,µg/mc
"Riva del Garda",PM10,2020-03-19,4,22,µg/mc
"Riva del Garda",PM10,2020-03-19,5,20,µg/mc
"Riva del Garda",PM10,2020-03-19,6,19,µg/mc
"Riva del Garda",PM10,2020-03-19,7,19,µg/mc
"Riva del Garda",PM10,2020-03-19,8,20,µg/mc
"Riva del Garda",PM10,2020-03-19,9,17,µg/mc
"Riva del Garda",PM10,2020-03-19,10,15,µg/mc
"Riva del Garda",PM10,2020-03-19,11,13,µg/mc
"Riva del Garda",PM10,2020-03-19,12,13,µg/mc
"Riva del Garda",PM10,2020-03-19,13,14,µg/mc
"Riva del Garda",PM10,2020-03-19,14,20,µg/mc
"Riva del Garda",PM10,2020-03-19,15,23,µg/mc
"Riva del Garda",PM10,2020-03-19,16,26,µg/mc
"Riva del Garda",PM10,2020-03-19,17,27,µg/mc
"Riva del Garda",PM10,2020-03-19,18,26,µg/mc
"Riva del Garda",PM10,2020-03-19,19,30,µg/mc
"Riva del Garda",PM10,2020-03-19,20,34,µg/mc
"Riva del Garda",PM10,2020-03-19,21,36,µg/mc
"Riva del Garda",PM10,2020-03-19,22,30,µg/mc
"Riva del Garda",PM10,2020-03-19,23,34,µg/mc
"Riva del Garda",PM10,2020-03-19,24,36,µg/mc
"Riva del Garda",PM10,2020-03-20,1,33,µg/mc
"Riva del Garda",PM10,2020-03-20,2,31,µg/mc
